,gender,age,age_range,race,higher_education,political_party,ideology,trump_approval,monetary_anxiety,fairness_voting,preferential_voting,woman_president_25,universal_healthcare_25,humanity_survival_100,america_survival_100,trump_2020,trump_nuclear,america_vs_russia_50,america_vs_china_50,better_world,political_spectrum_score,likelihood_of_war,time_answered
669,Male,69,65+,White,Graduate degree,Independent,Moderate,DK/REF,Not Very Often,No,No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,0,2,2018-08
670,Female,73,65+,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,0,2018-08
671,Male,66,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,DK/REF,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
672,Male,62,55-64,Black,Graduate degree,Republican,Moderate,DK/REF,Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,0,0,2018-08
673,Female,55,55-64,White,High school or less,Independent,Moderate,Strongly Approve,Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,Yes,Worse World,0,1,2018-08
674,Female,77,65+,Asian,Graduate degree,Democrat,DK/REF,Strongly Disapprove,Not Very Often,No,No,Yes,DK/REF,Yes,DK/REF,Not at all likely,DK/REF,DK/REF,DK/REF,Better World,DK/REF,0,2018-08
675,Female,75,65+,White,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,Yes,DK/REF,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,0,2018-08
676,Male,81,65+,White,Some college,Democrat,Conservative,DK/REF,Not Very Often,No,Yes,No,No,Yes,Yes,Somewhat Likely,DK/REF,DK/REF,DK/REF,Better World,-1,0,2018-08
677,Female,64,55-64,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, somewhat confident",No,DK/REF,Yes,Yes,Yes,Very Likely,DK/REF,No,DK/REF,Better World,-1,0,2018-08
678,Male,79,65+,White,High school or less,DK/REF,DK/REF,Somewhat Disapprove,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World,DK/REF,0,2018-08
679,Female,70,65+,Black,High school or less,Republican,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,DK/REF,No,Not at all likely,Not at all likely,No,Yes,Better World,0,1,2018-08
680,Male,62,55-64,White,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,DK/REF,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,Somewhat Likely,No,No,Better World,1,0,2018-08
681,Female,97,65+,White,Graduate degree,Democrat,Liberal,DK/REF,Not Very Often,No,Yes,Yes,Yes,DK/REF,Yes,Not at all likely,DK/REF,No,DK/REF,DK/REF,1,0,2018-08
682,Male,29,25-34,White,Some college,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,Yes,Better World,0,1,2018-08
683,Female,64,55-64,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Better World,0,1,2018-08
684,Male,43,35-44,White,Graduate degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,0,0,2018-08
685,Female,67,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,No,Better World,0,1,2018-08
686,Female,69,65+,DK/REF,High school or less,Independent,Moderate,Strongly Approve,Not Very Often,No,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,0,2018-08
687,Male,40,35-44,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,No,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
688,Male,60,55-64,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,No,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,1,0,2018-08
689,Female,71,65+,White,College degree,Republican,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Better World,0,1,2018-08
690,Male,73,65+,White,College degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,-1,0,2018-08
691,Female,70,65+,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Worse World,1,0,2018-08
692,Male,50,45-54,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,DK/REF,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,1,0,2018-08
693,Female,55,55-64,Black,College degree,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,DK/REF,DK/REF,DK/REF,Better World,-1,0,2018-08
694,Male,72,65+,White,High school or less,Independent,Moderate,DK/REF,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,0,2018-08
695,Other,50,45-54,White,Some college,Independent,DK/REF,DK/REF,Very Often,No,DK/REF,Yes,No,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,DK/REF,2,2018-08
696,Female,21,18-24,White,Some college,Independent,Moderate,Strongly Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,0,2018-08
697,Female,60,55-64,White,Some college,Independent,Conservative,Strongly Approve,Somewhat Often,No,Yes,Yes,No,No,No,Somewhat Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
698,Female,74,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,0,0,2018-08
699,Male,52,45-54,Black,High school or less,Democrat,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
700,Female,18,18-24,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Better World,0,0,2018-08
701,Male,48,45-54,Latino,Graduate degree,Republican,Moderate,Somewhat Approve,Somewhat Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,0,0,2018-08
702,Male,31,25-34,White,College degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World,-1,0,2018-08
703,Female,24,18-24,White,Graduate degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,0,2018-08
704,Male,49,45-54,Latino,College degree,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World,0,2,2018-08
705,Female,66,65+,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,No,DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
706,Female,48,45-54,Black,College degree,Democrat,Liberal,Neither approve nor disapprove,Very Often,No,Yes,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World,1,0,2018-08
707,Female,55,55-64,White,Graduate degree,DK/REF,Moderate,Neither approve nor disapprove,Very Often,"Yes, very confident",No,Yes,No,Yes,DK/REF,Not at all likely,Somewhat Likely,Yes,No,Worse World,0,1,2018-08
708,Male,57,55-64,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
709,Female,35,35-44,Black,Some college,Independent,Liberal,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Better World,1,0,2018-08
710,Male,25,25-34,Latino,Some college,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
711,Female,68,65+,White,Graduate degree,Democrat,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,DK/REF,Yes,Yes,Very Likely,DK/REF,No,No,Better World,-1,0,2018-08
712,Male,34,25-34,Black,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,No,Not at all likely,Very Likely,Yes,Yes,Worse World,0,2,2018-08
713,Male,29,25-34,DK/REF,Some college,Independent,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,0,0,2018-08
714,Female,33,25-34,White,Some college,Democrat,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,0,0,2018-08
715,Female,29,25-34,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Very Likely,Somewhat Likely,Yes,No,Better World,-1,1,2018-08
716,Female,27,25-34,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World,1,1,2018-08
717,Other,99,65+,Black,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,DK/REF,Yes,Not at all likely,Not at all likely,Yes,No,Worse World,0,1,2018-08
718,Female,67,65+,Black,Some college,DK/REF,Conservative,DK/REF,Somewhat Often,No,Yes,Yes,No,No,No,Very Likely,DK/REF,No,No,Worse World,-1,0,2018-08
719,Female,74,65+,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,No,No,Yes,Yes,No,No,Not at all likely,Not at all likely,Yes,Yes,DK/REF,0,2,2018-08
720,Male,71,65+,Black,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,Yes,DK/REF,No,Not at all likely,Very Likely,No,No,Worse World,0,0,2018-08
721,Male,75,65+,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,No,Yes,Yes,Yes,Not at all likely,Not at all likely,No,Yes,Worse World,0,1,2018-08
722,Female,76,65+,White,High school or less,Independent,Moderate,Strongly Approve,Not Very Often,DK/REF,No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,0,0,2018-08
723,Female,52,45-54,Black,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Very Likely,Yes,No,DK/REF,0,1,2018-08
724,Male,70,65+,Black,High school or less,DK/REF,DK/REF,Neither approve nor disapprove,Not Very Often,No,No,Yes,No,No,No,Not at all likely,Not at all likely,Yes,Yes,Worse World,DK/REF,2,2018-08
725,Male,57,55-64,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
726,Male,36,35-44,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
727,Male,39,35-44,Black,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",Yes,DK/REF,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,DK/REF,No,Better World,-1,0,2018-08
728,Female,48,45-54,Black,Graduate degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,No,Not at all likely,Very Likely,Yes,Yes,Worse World,1,2,2018-08
729,Male,64,55-64,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,No,No,Very Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
730,Female,69,65+,Black,High school or less,Democrat,Conservative,DK/REF,Very Often,DK/REF,Yes,Yes,Yes,No,Yes,Somewhat Likely,DK/REF,No,No,DK/REF,-1,0,2018-08
731,Female,36,35-44,Other,College degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,No,Yes,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World,0,0,2018-08
732,Female,71,65+,White,High school or less,Republican,DK/REF,Strongly Approve,Very Often,"Yes, somewhat confident",Yes,Yes,No,No,Yes,Very Likely,Somewhat Likely,Yes,No,Worse World,DK/REF,1,2018-08
733,Male,59,55-64,White,High school or less,DK/REF,Moderate,DK/REF,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Worse World,0,2,2018-08
734,Male,50,45-54,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Very Often,No,Yes,Yes,Yes,No,Yes,Somewhat Likely,Very Likely,Yes,No,Worse World,0,1,2018-08
735,Female,25,25-34,Black,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,No,Worse World,1,0,2018-08
736,Female,88,65+,Black,Some college,DK/REF,DK/REF,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,DK/REF,Yes,Not at all likely,Not at all likely,No,No,Better World,DK/REF,0,2018-08
737,Male,67,65+,White,College degree,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,-1,0,2018-08
738,Female,90,65+,White,DK/REF,Republican,Moderate,Somewhat Approve,Very Often,No,Yes,No,No,No,No,Somewhat Likely,Not at all likely,No,No,Worse World,0,0,2018-08
739,Male,47,45-54,White,College degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,-1,0,2018-08
740,Male,80,65+,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Worse World,1,1,2018-08
741,Female,50,45-54,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,DK/REF,-1,0,2018-08
742,Female,36,35-44,White,High school or less,Independent,Moderate,Strongly Approve,Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,Yes,No,Better World,0,1,2018-08
743,Female,83,65+,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World,-1,0,2018-08
744,Female,60,55-64,DK/REF,Some college,Independent,Conservative,Strongly Approve,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,No,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
745,Female,25,25-34,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World,0,1,2018-08
746,Male,50,45-54,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
747,Male,57,55-64,White,High school or less,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,DK/REF,No,No,No,Not at all likely,Very Likely,Yes,Yes,Worse World,1,2,2018-08
748,Male,70,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,No,Yes,Very Likely,Very Likely,No,No,Better World,-1,0,2018-08
749,Male,61,55-64,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,No,Worse World,1,1,2018-08
750,Male,64,55-64,White,Graduate degree,Independent,Moderate,Somewhat Disapprove,Somewhat Often,No,No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
751,Other,56,55-64,White,Graduate degree,Independent,DK/REF,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,DK/REF,0,2018-08
752,Male,29,25-34,White,College degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World,0,1,2018-08
753,Other,51,45-54,DK/REF,Graduate degree,Independent,DK/REF,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,DK/REF,2,2018-08
754,Male,48,45-54,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
755,Male,43,35-44,White,Some college,Republican,Moderate,Somewhat Approve,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World,0,2,2018-08
756,Male,99,65+,White,High school or less,DK/REF,DK/REF,DK/REF,Somewhat Often,DK/REF,DK/REF,DK/REF,No,No,Yes,DK/REF,Not at all likely,DK/REF,No,DK/REF,DK/REF,0,2018-08
757,Male,65,65+,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",DK/REF,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World,1,0,2018-08
758,Male,69,65+,White,Graduate degree,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,No,DK/REF,Yes,Yes,Very Likely,Very Likely,No,No,Better World,-1,0,2018-08
759,Male,67,65+,White,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,0,2018-08
760,Male,20,18-24,Asian,High school or less,Independent,DK/REF,Strongly Disapprove,Not Very Often,No,No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,DK/REF,2,2018-08
761,Female,81,65+,White,High school or less,Republican,Conservative,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,No,No,Somewhat Likely,Somewhat Likely,Yes,No,Worse World,-1,1,2018-08
762,Female,45,45-54,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,No,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World,1,0,2018-08
763,Female,44,35-44,White,College degree,Independent,DK/REF,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,No,Yes,Worse World,DK/REF,1,2018-08
764,Male,20,18-24,White,High school or less,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World,0,0,2018-08
765,Male,71,65+,White,Graduate degree,Independent,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
766,Female,72,65+,Black,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,1,2,2018-08
767,Male,59,55-64,Latino,High school or less,Democrat,Conservative,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,Yes,Yes,Yes,Not at all likely,DK/REF,No,No,Better World,-1,0,2018-08
768,Female,60,55-64,White,College degree,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Somewhat Likely,Somewhat Likely,No,No,Worse World,0,0,2018-08
769,Male,25,25-34,Asian,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,No,No,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
770,Female,26,25-34,Black,High school or less,Independent,Liberal,Strongly Approve,Very Often,"Yes, very confident",Yes,No,Yes,Yes,Yes,Very Likely,Very Likely,Yes,No,Better World,1,1,2018-08
771,Male,60,55-64,White,College degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Worse World,0,1,2018-08
772,Male,72,65+,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
773,Female,73,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,No,No,Very Likely,Somewhat Likely,Yes,No,Worse World,-1,1,2018-08
774,Female,83,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
775,Male,65,65+,DK/REF,Graduate degree,Independent,Moderate,Somewhat Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,0,2,2018-08
776,Other,80,65+,White,Some college,Independent,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,DK/REF,DK/REF,Better World,-1,0,2018-08
777,Female,82,65+,DK/REF,High school or less,Republican,Conservative,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,-1,0,2018-08
778,Female,64,55-64,White,Graduate degree,Republican,Conservative,Strongly Approve,Very Often,No,Yes,No,No,No,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
779,Female,60,55-64,White,High school or less,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,No,Yes,Very Likely,Somewhat Likely,No,No,Better World,0,0,2018-08
780,Male,71,65+,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,Yes,Worse World,0,1,2018-08
781,Male,77,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
782,Male,74,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,No,Yes,Very Likely,Somewhat Likely,No,No,Better World,-1,0,2018-08
783,Female,77,65+,White,High school or less,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Not at all likely,Yes,Yes,Better World,0,2,2018-08
784,Male,58,55-64,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,1,0,2018-08
785,Female,74,65+,Black,College degree,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,No,Yes,No,No,No,Very Likely,Somewhat Likely,Yes,Yes,Worse World,-1,2,2018-08
786,Male,84,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
787,Male,84,65+,White,Graduate degree,Independent,DK/REF,DK/REF,Not Very Often,DK/REF,Yes,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Better World,DK/REF,0,2018-08
788,Female,66,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,0,2018-08
789,Female,92,65+,White,High school or less,Republican,Conservative,Somewhat Approve,Not Very Often,No,No,No,Yes,No,Yes,Very Likely,Not at all likely,No,Yes,Better World,-1,1,2018-08
790,Female,50,45-54,White,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,0,0,2018-08
791,Male,21,18-24,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,No,Better World,0,1,2018-08
792,Male,83,65+,White,Some college,Democrat,DK/REF,Somewhat Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,DK/REF,0,2018-08
793,Female,74,65+,DK/REF,Some college,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,DK/REF,DK/REF,Better World,0,0,2018-08
794,Female,80,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,DK/REF,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World,-1,0,2018-08
795,Female,86,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,DK/REF,No,Better World,1,0,2018-08
796,Male,82,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,DK/REF,-1,1,2018-08
797,Female,61,55-64,DK/REF,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,No,No,Yes,Yes,No,No,Very Likely,Not at all likely,DK/REF,DK/REF,Better World,-1,0,2018-08
798,Male,66,65+,Black,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,1,0,2018-08
799,Male,49,45-54,White,High school or less,Independent,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,0,0,2018-08
