,gender,age,age_range,race,higher_education,political_party,ideology,trump_approval,monetary_anxiety,fairness_voting,preferential_voting,woman_president_25,universal_healthcare_25,humanity_survival_100,humanity_survival_1000,america_survival_100,america_survival_1000,trump_2020,trump_nuclear,america_vs_russia_50,america_vs_china_50,better_world
695,Other,50,45-54,White,Some college,Independent,DK/REF,DK/REF,Very Often,No,DK/REF,Yes,No,No,,No,,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
696,Female,21,18-24,White,Some college,Independent,Moderate,Strongly Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
697,Female,60,55-64,White,Some college,Independent,Conservative,Strongly Approve,Somewhat Often,No,Yes,Yes,No,No,,No,,Somewhat Likely,Not at all likely,No,No,Worse World
698,Female,74,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
699,Male,52,45-54,Black,High school or less,Democrat,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
700,Female,18,18-24,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,No,,Somewhat Likely,Somewhat Likely,No,No,Better World
701,Male,48,45-54,Latino,Graduate degree,Republican,Moderate,Somewhat Approve,Somewhat Often,No,No,Yes,No,Yes,No,Yes,No,Very Likely,Not at all likely,No,No,Worse World
702,Male,31,25-34,White,College degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,No,Very Likely,Somewhat Likely,No,No,Better World
703,Female,24,18-24,White,Graduate degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,No,Yes,No,Not at all likely,Not at all likely,No,No,Worse World
704,Male,49,45-54,Latino,College degree,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,Yes,Yes,Better World
705,Female,66,65+,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,No,DK/REF,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
706,Female,48,45-54,Black,College degree,Democrat,Liberal,Neither approve nor disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,No,,Somewhat Likely,Not at all likely,No,No,Worse World
707,Female,55,55-64,White,Graduate degree,DK/REF,Moderate,Neither approve nor disapprove,Very Often,"Yes, very confident",No,Yes,No,Yes,No,DK/REF,,Not at all likely,Somewhat Likely,Yes,No,Worse World
708,Male,57,55-64,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,No,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World
709,Female,35,35-44,Black,Some college,Independent,Liberal,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Better World
710,Male,25,25-34,Latino,Some college,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
711,Female,68,65+,White,Graduate degree,Democrat,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,DK/REF,Yes,DK/REF,Yes,DK/REF,Very Likely,DK/REF,No,No,Better World
712,Male,34,25-34,Black,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,,No,,Not at all likely,Very Likely,Yes,Yes,Worse World
713,Male,29,25-34,DK/REF,Some college,Independent,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
714,Female,33,25-34,White,Some college,Democrat,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
715,Female,29,25-34,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,No,Yes,No,Very Likely,Somewhat Likely,Yes,No,Better World
716,Female,27,25-34,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,Yes,No,Better World
717,Other,99,65+,Black,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,DK/REF,,Yes,No,Not at all likely,Not at all likely,Yes,No,Worse World
718,Female,67,65+,Black,Some college,DK/REF,Conservative,DK/REF,Somewhat Often,No,Yes,Yes,No,No,,No,,Very Likely,DK/REF,No,No,Worse World
719,Female,74,65+,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,No,No,Yes,Yes,No,,No,,Not at all likely,Not at all likely,Yes,Yes,DK/REF
720,Male,71,65+,Black,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,Yes,DK/REF,,No,,Not at all likely,Very Likely,No,No,Worse World
721,Male,75,65+,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,No,Yes,Yes,No,Yes,No,Not at all likely,Not at all likely,No,Yes,Worse World
722,Female,76,65+,White,High school or less,Independent,Moderate,Strongly Approve,Not Very Often,DK/REF,No,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
723,Female,52,45-54,Black,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,DK/REF,Yes,No,Yes,No,Not at all likely,Very Likely,Yes,No,DK/REF
724,Male,70,65+,Black,High school or less,DK/REF,DK/REF,Neither approve nor disapprove,Not Very Often,No,No,Yes,No,No,,No,,Not at all likely,Not at all likely,Yes,Yes,Worse World
725,Male,57,55-64,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
726,Male,36,35-44,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
727,Male,39,35-44,Black,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",Yes,DK/REF,DK/REF,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,DK/REF,No,Better World
728,Female,48,45-54,Black,Graduate degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,,No,,Not at all likely,Very Likely,Yes,Yes,Worse World
729,Male,64,55-64,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,No,,No,,Very Likely,Not at all likely,No,No,Worse World
730,Female,69,65+,Black,High school or less,Democrat,Conservative,DK/REF,Very Often,DK/REF,Yes,Yes,Yes,No,,Yes,DK/REF,Somewhat Likely,DK/REF,No,No,DK/REF
731,Female,36,35-44,Other,College degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,No,Yes,Yes,No,DK/REF,,Very Likely,Not at all likely,No,No,Better World
732,Female,71,65+,White,High school or less,Republican,DK/REF,Strongly Approve,Very Often,"Yes, somewhat confident",Yes,Yes,No,No,,Yes,No,Very Likely,Somewhat Likely,Yes,No,Worse World
733,Male,59,55-64,White,High school or less,DK/REF,Moderate,DK/REF,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,Yes,Yes,Worse World
734,Male,50,45-54,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Very Often,No,Yes,Yes,Yes,No,,Yes,No,Somewhat Likely,Very Likely,Yes,No,Worse World
735,Female,25,25-34,Black,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,No,Worse World
736,Female,88,65+,Black,Some college,DK/REF,DK/REF,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,DK/REF,,Yes,DK/REF,Not at all likely,Not at all likely,No,No,Better World
737,Male,67,65+,White,College degree,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World
738,Female,90,65+,White,DK/REF,Republican,Moderate,Somewhat Approve,Very Often,No,Yes,No,No,No,,No,,Somewhat Likely,Not at all likely,No,No,Worse World
739,Male,47,45-54,White,College degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
740,Male,80,65+,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,No,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,No,Yes,Worse World
741,Female,50,45-54,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,Yes,No,Yes,No,Yes,No,Very Likely,Not at all likely,No,No,DK/REF
742,Female,36,35-44,White,High school or less,Independent,Moderate,Strongly Approve,Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,Yes,No,Better World
743,Female,83,65+,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,No,No,Yes,No,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Better World
744,Female,60,55-64,DK/REF,Some college,Independent,Conservative,Strongly Approve,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,No,,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
745,Female,25,25-34,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,Yes,No,Better World
746,Male,50,45-54,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
747,Male,57,55-64,White,High school or less,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,DK/REF,No,No,,No,,Not at all likely,Very Likely,Yes,Yes,Worse World
748,Male,70,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,No,,Yes,Yes,Very Likely,Very Likely,No,No,Better World
749,Male,61,55-64,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Yes,No,Not at all likely,Not at all likely,Yes,No,Worse World
750,Male,64,55-64,White,Graduate degree,Independent,Moderate,Somewhat Disapprove,Somewhat Often,No,No,Yes,No,Yes,No,Yes,No,Not at all likely,Not at all likely,No,No,Better World
751,Other,56,55-64,White,Graduate degree,Independent,DK/REF,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
752,Male,29,25-34,White,College degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World
753,Other,51,45-54,DK/REF,Graduate degree,Independent,DK/REF,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,,No,,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
754,Male,48,45-54,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
755,Male,43,35-44,White,Some college,Republican,Moderate,Somewhat Approve,Somewhat Often,No,Yes,Yes,Yes,Yes,No,Yes,No,Somewhat Likely,Not at all likely,Yes,Yes,Better World
756,Male,99,65+,White,High school or less,DK/REF,DK/REF,DK/REF,Somewhat Often,DK/REF,DK/REF,DK/REF,No,No,,Yes,No,DK/REF,Not at all likely,DK/REF,No,DK/REF
757,Male,65,65+,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",DK/REF,Yes,Yes,Yes,Yes,Yes,No,Very Likely,Somewhat Likely,No,No,Better World
758,Male,69,65+,White,Graduate degree,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,No,DK/REF,Yes,Yes,Yes,Yes,Very Likely,Very Likely,No,No,Better World
759,Male,67,65+,White,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
760,Male,20,18-24,Asian,High school or less,Independent,DK/REF,Strongly Disapprove,Not Very Often,No,No,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
761,Female,81,65+,White,High school or less,Republican,Conservative,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,No,,No,,Somewhat Likely,Somewhat Likely,Yes,No,Worse World
762,Female,45,45-54,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,No,Yes,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Worse World
763,Female,44,35-44,White,College degree,Independent,DK/REF,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,,No,,Not at all likely,Somewhat Likely,No,Yes,Worse World
764,Male,20,18-24,White,High school or less,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Better World
765,Male,71,65+,White,Graduate degree,Independent,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
766,Female,72,65+,Black,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,,No,,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
767,Male,59,55-64,Latino,High school or less,Democrat,Conservative,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,DK/REF,No,No,Better World
768,Female,60,55-64,White,College degree,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,,No,,Somewhat Likely,Somewhat Likely,No,No,Worse World
769,Male,25,25-34,Asian,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,No,No,Yes,Yes,Yes,No,,Not at all likely,Not at all likely,No,No,Better World
770,Female,26,25-34,Black,High school or less,Independent,Liberal,Strongly Approve,Very Often,"Yes, very confident",Yes,No,Yes,Yes,Yes,Yes,Yes,Very Likely,Very Likely,Yes,No,Better World
771,Male,60,55-64,White,College degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,Yes,Worse World
772,Male,72,65+,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
773,Female,73,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,No,,No,,Very Likely,Somewhat Likely,Yes,No,Worse World
774,Female,83,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,DK/REF,Yes,No,Very Likely,Not at all likely,No,No,Worse World
775,Male,65,65+,DK/REF,Graduate degree,Independent,Moderate,Somewhat Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
776,Other,80,65+,White,Some college,Independent,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,DK/REF,Yes,DK/REF,Somewhat Likely,Somewhat Likely,DK/REF,DK/REF,Better World
777,Female,82,65+,DK/REF,High school or less,Republican,Conservative,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,No,No,Yes,DK/REF,Yes,No,Not at all likely,Not at all likely,No,No,Better World
778,Female,64,55-64,White,Graduate degree,Republican,Conservative,Strongly Approve,Very Often,No,Yes,No,No,No,,Yes,No,Very Likely,Not at all likely,No,No,Better World
779,Female,60,55-64,White,High school or less,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,No,,Yes,No,Very Likely,Somewhat Likely,No,No,Better World
780,Male,71,65+,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,Yes,Worse World
781,Male,77,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
782,Male,74,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,No,,Yes,DK/REF,Very Likely,Somewhat Likely,No,No,Better World
783,Female,77,65+,White,High school or less,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,No,,No,,Not at all likely,Not at all likely,Yes,Yes,Better World
784,Male,58,55-64,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
785,Female,74,65+,Black,College degree,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,No,Yes,No,No,,No,,Very Likely,Somewhat Likely,Yes,Yes,Worse World
786,Male,84,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Better World
787,Male,84,65+,White,Graduate degree,Independent,DK/REF,DK/REF,Not Very Often,DK/REF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Better World
788,Female,66,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
789,Female,92,65+,White,High school or less,Republican,Conservative,Somewhat Approve,Not Very Often,No,No,No,Yes,No,,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
790,Female,50,45-54,White,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,No,Yes,No,Not at all likely,Somewhat Likely,No,No,Better World
791,Male,21,18-24,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,No,Better World
792,Male,83,65+,White,Some college,Democrat,DK/REF,Somewhat Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,DK/REF,Yes,No,Not at all likely,Not at all likely,No,No,Worse World
793,Female,74,65+,DK/REF,Some college,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",DK/REF,Yes,No,Yes,DK/REF,Yes,DK/REF,Somewhat Likely,Not at all likely,DK/REF,DK/REF,Better World
794,Female,80,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,DK/REF,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World
795,Female,86,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,DK/REF,Yes,DK/REF,Not at all likely,Not at all likely,DK/REF,No,Better World
796,Male,82,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,DK/REF,Yes,DK/REF,Somewhat Likely,Somewhat Likely,No,Yes,DK/REF
797,Female,61,55-64,DK/REF,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,No,No,Yes,Yes,No,,No,,Very Likely,Not at all likely,DK/REF,DK/REF,Better World
798,Male,66,65+,Black,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
799,Male,49,45-54,White,High school or less,Independent,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
